#   time    x   y   vx  vy
  2.10000000e+00   6.03343688e+01   4.03080504e+01   2.42484056e+01   5.42381757e+00
  2.11000000e+00   6.05767039e+01   4.03617566e+01   2.42186147e+01   5.31742308e+00
  2.12000000e+00   6.08187416e+01   4.04143998e+01   2.41889323e+01   5.21121052e+00
  2.13000000e+00   6.10604831e+01   4.04659817e+01   2.41593574e+01   5.10517875e+00
  2.14000000e+00   6.13019293e+01   4.05165042e+01   2.41298889e+01   4.99932663e+00
  2.15000000e+00   6.15430814e+01   4.05659691e+01   2.41005260e+01   4.89365305e+00
  2.16000000e+00   6.17839404e+01   4.06143782e+01   2.40712677e+01   4.78815691e+00
  2.17000000e+00   6.20245073e+01   4.06617332e+01   2.40421129e+01   4.68283712e+00
  2.18000000e+00   6.22647831e+01   4.07080358e+01   2.40130608e+01   4.57769262e+00
  2.19000000e+00   6.25047690e+01   4.07532879e+01   2.39841103e+01   4.47272234e+00
  2.20000000e+00   6.27444658e+01   4.07974911e+01   2.39552606e+01   4.36792524e+00
  2.21000000e+00   6.29838747e+01   4.08406472e+01   2.39265106e+01   4.26330029e+00
  2.22000000e+00   6.32229966e+01   4.08827580e+01   2.38978595e+01   4.15884647e+00
  2.23000000e+00   6.34618324e+01   4.09238250e+01   2.38693063e+01   4.05456277e+00
  2.24000000e+00   6.37003832e+01   4.09638501e+01   2.38408501e+01   3.95044821e+00
  2.25000000e+00   6.39386499e+01   4.10028348e+01   2.38124899e+01   3.84650180e+00
  2.26000000e+00   6.41766334e+01   4.10407809e+01   2.37842249e+01   3.74272259e+00
  2.27000000e+00   6.44143348e+01   4.10776901e+01   2.37560542e+01   3.63910962e+00
  2.28000000e+00   6.46517550e+01   4.11135640e+01   2.37279767e+01   3.53566195e+00
  2.29000000e+00   6.48888948e+01   4.11484042e+01   2.36999918e+01   3.43237866e+00
  2.30000000e+00   6.51257553e+01   4.11822124e+01   2.36720984e+01   3.32925883e+00
  2.31000000e+00   6.53623372e+01   4.12149902e+01   2.36442956e+01   3.22630156e+00
  2.32000000e+00   6.55986416e+01   4.12467392e+01   2.36165827e+01   3.12350597e+00
  2.33000000e+00   6.58346693e+01   4.12774611e+01   2.35889586e+01   3.02087119e+00
  2.34000000e+00   6.60704213e+01   4.13071574e+01   2.35614226e+01   2.91839634e+00
  2.35000000e+00   6.63058982e+01   4.13358298e+01   2.35339738e+01   2.81608059e+00
  2.36000000e+00   6.65411012e+01   4.13634798e+01   2.35066113e+01   2.71392309e+00
  2.37000000e+00   6.67760309e+01   4.13901091e+01   2.34793343e+01   2.61192302e+00
  2.38000000e+00   6.70106883e+01   4.14157191e+01   2.34521419e+01   2.51007957e+00
  2.39000000e+00   6.72450741e+01   4.14403114e+01   2.34250333e+01   2.40839193e+00
  2.40000000e+00   6.74791894e+01   4.14638877e+01   2.33980076e+01   2.30685933e+00
  2.41000000e+00   6.77130347e+01   4.14864494e+01   2.33710641e+01   2.20548097e+00
  2.42000000e+00   6.79466110e+01   4.15079981e+01   2.33442018e+01   2.10425611e+00
  2.43000000e+00   6.81799191e+01   4.15285353e+01   2.33174200e+01   2.00318398e+00
  2.44000000e+00   6.84129598e+01   4.15480625e+01   2.32907179e+01   1.90226385e+00
  2.45000000e+00   6.86457339e+01   4.15665813e+01   2.32640946e+01   1.80149498e+00
  2.46000000e+00   6.88782421e+01   4.15840932e+01   2.32375493e+01   1.70087666e+00
  2.47000000e+00   6.91104853e+01   4.16005996e+01   2.32110813e+01   1.60040819e+00
  2.48000000e+00   6.93424641e+01   4.16161021e+01   2.31846897e+01   1.50008887e+00
  2.49000000e+00   6.95741794e+01   4.16306021e+01   2.31583737e+01   1.39991802e+00
  2.50000000e+00   6.98056320e+01   4.16441012e+01   2.31321326e+01   1.29989497e+00
  2.51000000e+00   7.00368225e+01   4.16566007e+01   2.31059656e+01   1.20001905e+00
  2.52000000e+00   7.02677517e+01   4.16681023e+01   2.30798720e+01   1.10028963e+00
  2.53000000e+00   7.04984203e+01   4.16786073e+01   2.30538508e+01   1.00070606e+00
  2.54000000e+00   7.07288290e+01   4.16881171e+01   2.30279015e+01   9.01267709e-01
  2.55000000e+00   7.09589787e+01   4.16966333e+01   2.30020231e+01   8.01973975e-01
  2.56000000e+00   7.11888698e+01   4.17041573e+01   2.29762150e+01   7.02824248e-01
  2.57000000e+00   7.14185033e+01   4.17106905e+01   2.29504765e+01   6.03817935e-01
  2.58000000e+00   7.16478797e+01   4.17162344e+01   2.29248067e+01   5.04954454e-01
  2.59000000e+00   7.18769998e+01   4.17207903e+01   2.28992049e+01   4.06233234e-01
  2.60000000e+00   7.21058641e+01   4.17243598e+01   2.28736704e+01   3.07653714e-01
  2.61000000e+00   7.23344735e+01   4.17269441e+01   2.28482025e+01   2.09215343e-01
  2.62000000e+00   7.25628285e+01   4.17285448e+01   2.28228004e+01   1.10917581e-01
  2.63000000e+00   7.27909298e+01   4.17291632e+01   2.27974634e+01   1.27599005e-02
  2.64000000e+00   7.30187781e+01   4.17288007e+01   2.27721909e+01  -8.52582187e-02
  2.65000000e+00   7.32463740e+01   4.17274587e+01   2.27469820e+01  -1.83137285e-01
  2.66000000e+00   7.34737181e+01   4.17251386e+01   2.27218361e+01  -2.80877795e-01
  2.67000000e+00   7.37008110e+01   4.17218418e+01   2.26967525e+01  -3.78480239e-01
  2.68000000e+00   7.39276534e+01   4.17175697e+01   2.26717305e+01  -4.75945094e-01
  2.69000000e+00   7.41542459e+01   4.17123236e+01   2.26467694e+01  -5.73272827e-01
  2.70000000e+00   7.43805891e+01   4.17061049e+01   2.26218685e+01  -6.70463896e-01
  2.71000000e+00   7.46066836e+01   4.16989150e+01   2.25970271e+01  -7.67518749e-01
  2.72000000e+00   7.48325300e+01   4.16907552e+01   2.25722445e+01  -8.64437825e-01
  2.73000000e+00   7.50581288e+01   4.16816269e+01   2.25475202e+01  -9.61221551e-01
  2.74000000e+00   7.52834806e+01   4.16715315e+01   2.25228534e+01  -1.05787035e+00
  2.75000000e+00   7.55085861e+01   4.16604702e+01   2.24982434e+01  -1.15438462e+00
  2.76000000e+00   7.57334458e+01   4.16484445e+01   2.24736896e+01  -1.25076477e+00
  2.77000000e+00   7.59580602e+01   4.16354556e+01   2.24491913e+01  -1.34701119e+00
  2.78000000e+00   7.61824299e+01   4.16215049e+01   2.24247480e+01  -1.44312425e+00
  2.79000000e+00   7.64065554e+01   4.16065938e+01   2.24003588e+01  -1.53910434e+00
  2.80000000e+00   7.66304373e+01   4.15907235e+01   2.23760233e+01  -1.63495180e+00
  2.81000000e+00   7.68540762e+01   4.15738954e+01   2.23517408e+01  -1.73066700e+00
  2.82000000e+00   7.70774724e+01   4.15561108e+01   2.23275106e+01  -1.82625027e+00
  2.83000000e+00   7.73006266e+01   4.15373710e+01   2.23033321e+01  -1.92170196e+00
  2.84000000e+00   7.75235393e+01   4.15176774e+01   2.22792047e+01  -2.01702238e+00
  2.85000000e+00   7.77462110e+01   4.14970312e+01   2.22551278e+01  -2.11221185e+00
  2.86000000e+00   7.79686421e+01   4.14754338e+01   2.22311008e+01  -2.20727069e+00
  2.87000000e+00   7.81908332e+01   4.14528865e+01   2.22071230e+01  -2.30219918e+00
  2.88000000e+00   7.84127848e+01   4.14293905e+01   2.21831939e+01  -2.39699763e+00
  2.89000000e+00   7.86344974e+01   4.14049472e+01   2.21593129e+01  -2.49166630e+00
