#   time    x   y   vx  vy  ax  ay
  5.08000000e+00   1.14002148e+02   1.57973824e+01   1.51108240e+01  -2.02073529e+01  -2.37493297e+00  -6.62405748e+00
  5.09000000e+00   1.14153138e+02   1.55949777e+01   1.50870747e+01  -2.02735934e+01  -2.37485540e+00  -6.60873503e+00
  5.10000000e+00   1.14303890e+02   1.53919113e+01   1.50633261e+01  -2.03396808e+01  -2.37476769e+00  -6.59340297e+00
  5.11000000e+00   1.14454404e+02   1.51881848e+01   1.50395784e+01  -2.04056148e+01  -2.37466972e+00  -6.57806157e+00
  5.12000000e+00   1.14604681e+02   1.49837997e+01   1.50158317e+01  -2.04713954e+01  -2.37456139e+00  -6.56271111e+00
  5.13000000e+00   1.14754721e+02   1.47787577e+01   1.49920861e+01  -2.05370226e+01  -2.37444260e+00  -6.54735185e+00
  5.14000000e+00   1.14904523e+02   1.45730601e+01   1.49683417e+01  -2.06024961e+01  -2.37431323e+00  -6.53198408e+00
  5.15000000e+00   1.15054088e+02   1.43667085e+01   1.49445986e+01  -2.06678159e+01  -2.37417320e+00  -6.51660805e+00
  5.16000000e+00   1.15203415e+02   1.41597045e+01   1.49208568e+01  -2.07329820e+01  -2.37402239e+00  -6.50122406e+00
  5.17000000e+00   1.15352505e+02   1.39520496e+01   1.48971166e+01  -2.07979942e+01  -2.37386073e+00  -6.48583237e+00
  5.18000000e+00   1.15501357e+02   1.37437454e+01   1.48733780e+01  -2.08628526e+01  -2.37368810e+00  -6.47043325e+00
  5.19000000e+00   1.15649972e+02   1.35347934e+01   1.48496411e+01  -2.09275569e+01  -2.37350442e+00  -6.45502699e+00
  5.20000000e+00   1.15798350e+02   1.33251950e+01   1.48259061e+01  -2.09921072e+01  -2.37330960e+00  -6.43961385e+00
  5.21000000e+00   1.15946490e+02   1.31149520e+01   1.48021730e+01  -2.10565033e+01  -2.37310355e+00  -6.42419411e+00
  5.22000000e+00   1.16094393e+02   1.29040657e+01   1.47784419e+01  -2.11207452e+01  -2.37288619e+00  -6.40876804e+00
  5.23000000e+00   1.16242059e+02   1.26925378e+01   1.47547131e+01  -2.11848329e+01  -2.37265742e+00  -6.39333592e+00
  5.24000000e+00   1.16389488e+02   1.24803699e+01   1.47309865e+01  -2.12487663e+01  -2.37241717e+00  -6.37789802e+00
  5.25000000e+00   1.16536679e+02   1.22675633e+01   1.47072623e+01  -2.13125453e+01  -2.37216536e+00  -6.36245462e+00
  5.26000000e+00   1.16683633e+02   1.20541197e+01   1.46835407e+01  -2.13761698e+01  -2.37190191e+00  -6.34700599e+00
  5.27000000e+00   1.16830350e+02   1.18400407e+01   1.46598217e+01  -2.14396399e+01  -2.37162674e+00  -6.33155240e+00
  5.28000000e+00   1.16976829e+02   1.16253277e+01   1.46361054e+01  -2.15029554e+01  -2.37133978e+00  -6.31609413e+00
  5.29000000e+00   1.17123072e+02   1.14099823e+01   1.46123920e+01  -2.15661163e+01  -2.37104095e+00  -6.30063145e+00
  5.30000000e+00   1.17269077e+02   1.11940061e+01   1.45886816e+01  -2.16291226e+01  -2.37073018e+00  -6.28516464e+00
  5.31000000e+00   1.17414846e+02   1.09774007e+01   1.45649743e+01  -2.16919743e+01  -2.37040741e+00  -6.26969396e+00
  5.32000000e+00   1.17560377e+02   1.07601674e+01   1.45412702e+01  -2.17546712e+01  -2.37007257e+00  -6.25421969e+00
  5.33000000e+00   1.17705671e+02   1.05423080e+01   1.45175695e+01  -2.18172134e+01  -2.36972559e+00  -6.23874210e+00
  5.34000000e+00   1.17850728e+02   1.03238239e+01   1.44938722e+01  -2.18796009e+01  -2.36936641e+00  -6.22326147e+00
  5.35000000e+00   1.17995548e+02   1.01047168e+01   1.44701786e+01  -2.19418335e+01  -2.36899496e+00  -6.20777806e+00
  5.36000000e+00   1.18140132e+02   9.88498804e+00   1.44464886e+01  -2.20039112e+01  -2.36861119e+00  -6.19229215e+00
  5.37000000e+00   1.18284478e+02   9.66463931e+00   1.44228025e+01  -2.20658342e+01  -2.36821504e+00  -6.17680400e+00
  5.38000000e+00   1.18428588e+02   9.44367213e+00   1.43991204e+01  -2.21276022e+01  -2.36780645e+00  -6.16131389e+00
  5.39000000e+00   1.18572461e+02   9.22208804e+00   1.43754423e+01  -2.21892153e+01  -2.36738536e+00  -6.14582209e+00
  5.40000000e+00   1.18716097e+02   8.99988860e+00   1.43517684e+01  -2.22506736e+01  -2.36695173e+00  -6.13032887e+00
  5.41000000e+00   1.18859496e+02   8.77707535e+00   1.43280989e+01  -2.23119769e+01  -2.36650550e+00  -6.11483449e+00
  5.42000000e+00   1.19002659e+02   8.55364984e+00   1.43044339e+01  -2.23731252e+01  -2.36604662e+00  -6.09933923e+00
  5.43000000e+00   1.19145585e+02   8.32961362e+00   1.42807734e+01  -2.24341186e+01  -2.36557504e+00  -6.08384335e+00
  5.44000000e+00   1.19288274e+02   8.10496824e+00   1.42571176e+01  -2.24949570e+01  -2.36509072e+00  -6.06834712e+00
  5.45000000e+00   1.19430727e+02   7.87971525e+00   1.42334667e+01  -2.25556405e+01  -2.36459361e+00  -6.05285080e+00
  5.46000000e+00   1.19572944e+02   7.65385620e+00   1.42098208e+01  -2.26161690e+01  -2.36408367e+00  -6.03735467e+00
  5.47000000e+00   1.19714924e+02   7.42739265e+00   1.41861800e+01  -2.26765426e+01  -2.36356086e+00  -6.02185898e+00
  5.48000000e+00   1.19856667e+02   7.20032613e+00   1.41625444e+01  -2.27367611e+01  -2.36302513e+00  -6.00636401e+00
  5.49000000e+00   1.19998174e+02   6.97265820e+00   1.41389141e+01  -2.27968248e+01  -2.36247645e+00  -5.99087002e+00
  5.50000000e+00   1.20139445e+02   6.74439041e+00   1.41152893e+01  -2.28567335e+01  -2.36191478e+00  -5.97537726e+00
  5.51000000e+00   1.20280480e+02   6.51552430e+00   1.40916702e+01  -2.29164873e+01  -2.36134008e+00  -5.95988601e+00
  5.52000000e+00   1.20421279e+02   6.28606144e+00   1.40680568e+01  -2.29760861e+01  -2.36075232e+00  -5.94439652e+00
  5.53000000e+00   1.20561841e+02   6.05600335e+00   1.40444493e+01  -2.30355301e+01  -2.36015148e+00  -5.92890906e+00
  5.54000000e+00   1.20702168e+02   5.82535161e+00   1.40208478e+01  -2.30948192e+01  -2.35953750e+00  -5.91342389e+00
  5.55000000e+00   1.20842258e+02   5.59410775e+00   1.39972524e+01  -2.31539534e+01  -2.35891038e+00  -5.89794126e+00
  5.56000000e+00   1.20982113e+02   5.36227331e+00   1.39736633e+01  -2.32129328e+01  -2.35827007e+00  -5.88246144e+00
  5.57000000e+00   1.21121732e+02   5.12984986e+00   1.39500806e+01  -2.32717574e+01  -2.35761655e+00  -5.86698468e+00
  5.58000000e+00   1.21261115e+02   4.89683894e+00   1.39265044e+01  -2.33304273e+01  -2.35694981e+00  -5.85151125e+00
  5.59000000e+00   1.21400262e+02   4.66324209e+00   1.39029349e+01  -2.33889424e+01  -2.35626980e+00  -5.83604139e+00
  5.60000000e+00   1.21539173e+02   4.42906087e+00   1.38793722e+01  -2.34473028e+01  -2.35557651e+00  -5.82057536e+00
  5.61000000e+00   1.21677849e+02   4.19429681e+00   1.38558165e+01  -2.35055086e+01  -2.35486992e+00  -5.80511343e+00
  5.62000000e+00   1.21816290e+02   3.95895147e+00   1.38322678e+01  -2.35635597e+01  -2.35415001e+00  -5.78965583e+00
  5.63000000e+00   1.21954495e+02   3.72302639e+00   1.38087263e+01  -2.36214563e+01  -2.35341676e+00  -5.77420283e+00
  5.64000000e+00   1.22092464e+02   3.48652311e+00   1.37851921e+01  -2.36791983e+01  -2.35267015e+00  -5.75875468e+00
  5.65000000e+00   1.22230199e+02   3.24944319e+00   1.37616654e+01  -2.37367858e+01  -2.35191017e+00  -5.74331162e+00
  5.66000000e+00   1.22367698e+02   3.01178817e+00   1.37381463e+01  -2.37942189e+01  -2.35113680e+00  -5.72787392e+00
  5.67000000e+00   1.22504962e+02   2.77355959e+00   1.37146349e+01  -2.38514977e+01  -2.35035003e+00  -5.71244181e+00
  5.68000000e+00   1.22641990e+02   2.53475899e+00   1.36911314e+01  -2.39086221e+01  -2.34954985e+00  -5.69701554e+00
  5.69000000e+00   1.22778784e+02   2.29538792e+00   1.36676359e+01  -2.39655923e+01  -2.34873624e+00  -5.68159537e+00
  5.70000000e+00   1.22915343e+02   2.05544791e+00   1.36441486e+01  -2.40224082e+01  -2.34790920e+00  -5.66618154e+00
  5.71000000e+00   1.23051667e+02   1.81494052e+00   1.36206695e+01  -2.40790700e+01  -2.34706871e+00  -5.65077429e+00
  5.72000000e+00   1.23187757e+02   1.57386728e+00   1.35971988e+01  -2.41355778e+01  -2.34621478e+00  -5.63537387e+00
  5.73000000e+00   1.23323611e+02   1.33222974e+00   1.35737366e+01  -2.41919315e+01  -2.34534740e+00  -5.61998052e+00
  5.74000000e+00   1.23459231e+02   1.09002942e+00   1.35502832e+01  -2.42481313e+01  -2.34446655e+00  -5.60459448e+00
  5.75000000e+00   1.23594617e+02   8.47267880e-01   1.35268385e+01  -2.43041773e+01  -2.34357224e+00  -5.58921600e+00
  5.76000000e+00   1.23729768e+02   6.03946646e-01   1.35034028e+01  -2.43600694e+01  -2.34266446e+00  -5.57384531e+00
  5.77000000e+00   1.23864685e+02   3.60067260e-01   1.34799761e+01  -2.44158079e+01  -2.34174322e+00  -5.55848265e+00
  5.78000000e+00   1.23999368e+02   1.15631257e-01   1.34565587e+01  -2.44713927e+01  -2.34080851e+00  -5.54312826e+00
  5.79000000e+00   1.24133816e+02  -1.29359826e-01   1.34331506e+01  -2.45268240e+01  -2.33986034e+00  -5.52778238e+00
